
M,JFS,Dixon,4,circle4,m,1,3.46583008766,m,0.401797056198,1,
M,JFS,Dixon,1,circle1,z,1,4.01588821411,z,0.443635940552,1,
M,JFS,Dixon,1,circle1,z,1,4.60040211678,z,0.45054602623,1,
M,JFS,Dixon,1,circle1,z,1,5.20103907585,z,0.410184144974,1,
M,JFS,Dixon,2,circle2,x,1,5.75175023079,x,0.818710803986,1,
M,JFS,Dixon,1,circle1,z,1,6.71999716759,z,0.410058021545,1,
M,JFS,Dixon,3,circle3,n,1,7.27074623108,n,0.546803951263,1,
M,JFS,Dixon,2,circle2,x,1,7.95497608185,x,0.582508087158,1,
M,JFS,Dixon,4,circle4,m,1,8.68960404396,m,0.503360033035,1,
M,JFS,Dixon,1,circle1,z,1,9.3406162262,z,0.412004947662,1,
M,JFS,Dixon,1,circle1,z,1,9.89110803604,z,0.37332201004,1,
M,JFS,Dixon,3,circle3,n,1,10.4089140892,n,0.607074022293,1,
M,JFS,Dixon,2,circle2,x,1,11.1597981453,x,0.895675897598,1,
M,JFS,Dixon,2,circle2,x,1,12.1946930885,x,0.404788970947,1,
M,JFS,Dixon,3,circle3,n,1,12.7454001904,n,0.57356095314,1,
M,JFS,Dixon,1,circle1,z,1,13.4633421898,z,0.367264032364,1,
M,JFS,Dixon,4,circle4,m,1,13.9805412292,m,0.522034883499,1,
M,JFS,Dixon,3,circle3,n,1,14.6652040482,n,0.604804039001,1,
M,JFS,Dixon,1,circle1,z,1,15.4162361622,z,0.445265054703,1,
M,JFS,Dixon,4,circle4,m,1,16.000234127,m,0.437350034714,1,
M,JFS,Dixon,2,circle2,x,1,16.5846781731,x,0.68436384201,1,
M,JFS,Dixon,3,circle3,n,1,17.4191792011,n,0.377310991287,1,
M,JFS,Dixon,3,circle3,n,1,17.9364330769,n,0.420084953308,1,
M,JFS,Dixon,1,circle1,z,1,18.5041182041,z,0.411743879318,1,
M,JFS,Dixon,4,circle4,m,1,19.0547430515,m,0.34120798111,1,
M,JFS,Dixon,2,circle2,x,1,19.5390470028,x,0.400417089462,1,
M,JFS,Dixon,1,circle1,z,1,20.0896170139,z,0.345890045166,1,
M,JFS,Dixon,3,circle3,n,1,20.57391119,n,0.35734295845,1,
M,JFS,Dixon,2,circle2,x,1,21.0744390488,x,0.576562166214,1,
M,JFS,Dixon,1,circle1,z,1,21.7919950485,z,0.386537075043,1,
M,JFS,Dixon,3,circle3,n,1,22.3263561726,n,0.411871910095,1,
M,JFS,Dixon,3,circle3,n,1,22.8770291805,n,0.453114032745,1,
M,JFS,Dixon,4,circle4,m,1,23.4781410694,m,0.347402095795,1,
M,JFS,Dixon,3,circle3,n,1,23.9786231518,n,0.422867059708,1,
M,JFS,Dixon,1,circle1,z,1,24.5464191437,z,0.350535869598,1,
M,JFS,Dixon,4,circle4,m,1,25.0469331741,m,0.474136829376,1,
M,JFS,Dixon,2,circle2,x,1,25.6646962166,x,0.671824932098,1,
M,JFS,Dixon,3,circle3,n,1,26.4825620651,n,0.285485029221,1,
M,JFS,Dixon,3,circle3,n,1,26.9162430763,n,0.427720069885,1,
M,JFS,Dixon,4,circle4,m,1,27.4840581417,m,0.323359012604,1,
M,JFS,Dixon,4,circle4,m,1,27.9510982037,m,0.432320833206,1,
M,JFS,Dixon,4,circle4,m,1,28.5356481075,m,0.391396999359,1,
M,JFS,Dixon,1,circle1,z,1,29.0695221424,z,0.593361854553,1,
M,JFS,Dixon,4,circle4,m,1,29.8038082123,n,0.306710004807,0,
M,JFS,Dixon,4,circle4,m,2,29.8038082123,m,0.754722833633,1,
M,JFS,Dixon,2,circle2,x,1,30.7053310871,x,0.796625137329,1,
M,JFS,Dixon,3,circle3,n,1,31.6402721405,n,0.581316947937,1,
M,JFS,Dixon,3,circle3,n,1,32.37454319,n,0.390427827835,1,
M,JFS,Dixon,2,circle2,x,1,32.9083991051,n,0.528537988663,0,
M,JFS,Dixon,2,circle2,x,2,32.9083991051,x,0.992100000381,1,
M,JFS,Dixon,4,circle4,m,1,34.0434920788,m,0.481046915054,1,
M,JFS,Dixon,1,circle1,z,1,34.6779420376,z,0.422032117844,1,
M,JFS,Dixon,1,circle1,z,1,35.2453641891,z,0.494240999222,1,
M,JFS,Dixon,2,circle2,x,1,35.8794720173,x,0.420076131821,1,
M,JFS,Dixon,2,circle2,x,1,36.4472341537,x,0.475683927536,1,
M,JFS,Dixon,3,circle3,n,1,37.0646591187,n,0.418341875076,1,
M,JFS,Dixon,3,circle3,n,1,37.6324410439,n,0.394183158875,1,
M,JFS,Dixon,3,circle3,n,1,38.166339159,n,0.436161994934,1,
M,JFS,Dixon,4,circle4,m,1,38.7503671646,m,0.475636959076,1,
M,JFS,Dixon,1,circle1,z,1,39.3681612015,z,0.481378793716,1,
M,JFS,Dixon,1,circle1,z,1,40.0021970272,z,0.375301122665,1,
M,JFS,Dixon,4,circle4,m,1,40.5199742317,m,0.513032913208,1,
M,JFS,Dixon,2,circle2,x,1,41.1707541943,x,0.597877025604,1,
M,JFS,Dixon,1,circle1,z,1,41.9217500687,z,0.374769926071,1,
M,JFS,Dixon,3,circle3,n,1,42.4393730164,n,0.576581001282,1,
M,JFS,Dixon,1,circle1,z,1,43.157045126,z,0.306861877441,1,
M,JFS,Dixon,4,circle4,m,1,43.6078162193,m,0.448289871216,1,
M,JFS,Dixon,4,circle4,m,1,44.2085270882,m,0.406907081604,1,
M,JFS,Dixon,1,circle1,z,1,44.7591731548,z,0.47984790802,1,
M,JFS,Dixon,2,circle2,x,1,45.3770701885,x,0.661511898041,1,
M,JFS,Dixon,2,circle2,x,1,46.178150177,x,0.372629880905,1,
M,JFS,Dixon,3,circle3,n,1,46.6956171989,n,0.446496009827,1,
M,JFS,Dixon,3,circle3,n,1,47.2798140049,n,0.374165058136,1,
M,JFS,Dixon,2,circle2,x,1,47.7970340252,z,0.432686090469,0,
M,JFS,Dixon,2,circle2,x,2,47.7970340252,x,0.816464185715,1,
M,JFS,Dixon,4,circle4,m,1,48.7651050091,m,0.455911159515,1,
M,JFS,Dixon,4,circle4,m,1,49.3663051128,m,0.398308992386,1,
M,JFS,Dixon,1,circle1,z,1,49.9168601036,z,0.471612930298,1,
M,JFS,Dixon,1,circle1,z,1,50.5346591473,z,0.365180969238,1,
M,JFS,Dixon,2,circle2,x,1,51.0519649982,x,0.504072189331,1,
M,JFS,Dixon,3,circle3,n,1,51.702930212,n,0.364604949951,1,
M,JFS,Dixon,3,circle3,n,1,52.220457077,n,0.359012126923,1,
M,JFS,Dixon,4,circle4,m,1,52.7210710049,m,0.338004112244,1,
M,JFS,Dixon,4,circle4,m,1,58.2961251736,m,0.37618803978,1,
M,JFS,Dixon,4,circle4,m,1,58.8132970333,m,0.402683973312,1,
M,JFS,Dixon,1,circle1,z,1,59.3643820286,z,0.411092042923,1,
M,JFS,Dixon,2,circle2,x,1,59.9150261879,x,0.420469999313,1,
M,JFS,Dixon,2,circle2,x,1,60.4827620983,x,0.396140098572,1,
M,JFS,Dixon,2,circle2,x,1,61.0166561604,x,0.422302007675,1,
M,JFS,Dixon,3,circle3,n,1,61.5843920708,n,0.398100137711,1,
M,JFS,Dixon,4,circle4,m,1,62.1349930763,m,0.359540939331,1,
M,JFS,Dixon,4,circle4,m,1,62.6359879971,m,0.386011123657,1,
M,JFS,Dixon,4,circle4,m,1,63.1698942184,m,0.539662837982,1,
M,JFS,Dixon,1,circle1,z,1,63.8540501595,z,0.447417974472,1,
M,JFS,Dixon,3,circle3,n,1,64.4552001953,n,0.469760894775,1,
M,JFS,Dixon,2,circle2,x,1,65.0726900101,x,0.460304021835,1,
M,JFS,Dixon,2,circle2,x,1,65.6736450195,x,0.354870080948,1,
M,JFS,Dixon,3,circle3,n,1,66.174352169,n,0.462107896805,1,
M,JFS,Dixon,4,circle4,m,1,66.775039196,m,0.356901884079,1,
M,JFS,Dixon,4,circle4,m,1,67.2760071754,m,0.415776968002,1,
M,JFS,Dixon,4,circle4,m,1,67.8432860374,m,0.488368988037,1,
M,JFS,Dixon,1,circle1,z,1,68.4778790474,z,0.572978019714,1,
M,JFS,Dixon,3,circle3,n,1,69.195430994,n,0.495168209076,1,
M,JFS,Dixon,2,circle2,x,1,69.8295102119,x,0.485013961792,1,
M,JFS,Dixon,3,circle3,n,1,70.464151144,n,0.44189286232,1,
M,JFS,Dixon,3,circle3,n,1,71.0481421947,n,0.401865005493,1,
M,JFS,Dixon,1,circle1,z,1,71.5992410183,z,0.410205125809,1,
M,JFS,Dixon,4,circle4,m,1,72.1498150826,m,0.38759303093,1,
M,JFS,Dixon,1,circle1,z,1,72.6839740276,z,0.412984132767,1,
M,JFS,Dixon,1,circle1,z,1,73.2347722054,z,0.374151945114,1,
M,JFS,Dixon,2,circle2,x,1,73.7519991398,x,0.384495973587,1,
M,JFS,Dixon,2,circle2,x,1,74.2863900661,x,0.361977100372,1,
M,JFS,Dixon,1,circle1,z,1,74.7867660522,z,0.437184095383,1,
M,JFS,Dixon,3,circle3,n,1,75.371297121,n,0.444113969803,1,
